measure,atl_area,n_markets,n_deliveries,n_id_dist,n_id_peri,n_id_teach,n_id_csection,ch_dist,ch_peri,ch_teach,ch_csection
drive,Atlanta area,1,419886,1,1,1,1,-0.0227994271476915,0.1253310437857979,0.09824871887154236,0.026789177511569243
straight,Atlanta area,1,419886,1,1,1,1,-0.026997082280887878,0.12907240572392503,0.10085189987818308,0.025221056005909112
drive,Outside Atlanta,9,286359,9,7,7,9,-0.01645405893231066,0.1263288363184391,0.07638782601497965,-0.014416749648930631
straight,Outside Atlanta,9,286359,9,7,7,9,-0.01876968062325607,0.13341741314982344,0.07438136584972088,-0.015374420116162017
