"outcome","patient_char","bin","mkt","mean","sd","l_95","u_95"
"ch_dist","nhblack",0,9,-0.029236270391408,9.40716743930246e-05,-0.0294206508732183,-0.0290518899095976
"ch_dist","nhblack",1,9,-0.0232632945196347,0.000100159308788768,-0.0234596067648606,-0.0230669822744087
"ch_dist","mcaid_unins",0,9,-0.0244110903084342,7.90323609274749e-05,-0.0245659937358521,-0.0242561868810164
"ch_dist","mcaid_unins",1,9,-0.0297135736105686,9.20034586497755e-05,-0.0298939003895221,-0.029533246831615
"ch_dist","hispanic",0,9,-0.0265094298364519,6.53093537305378e-05,-0.0266374361697638,-0.02638142350314
"ch_dist","hispanic",1,9,-0.0294696497550579,0.000173527337614947,-0.0298097633367832,-0.0291295361733326
"ch_peri","nhblack",0,9,0.170735292604139,0.00112167168759013,0.168536816096462,0.172933769111816
"ch_peri","nhblack",1,9,0.0799503114875117,0.0012816545306234,0.0774382686074899,0.0824623543675336
"ch_peri","mcaid_unins",0,9,0.148089107667951,0.000951690160038982,0.146223794954275,0.149954420381628
"ch_peri","mcaid_unins",1,9,0.109370602279169,0.00128847226619294,0.106845196637431,0.111896007920907
"ch_peri","hispanic",0,9,0.13026952642313,0.000867314058865786,0.128569590867753,0.131969461978507
"ch_peri","hispanic",1,9,0.123665076647628,0.00211448512349077,0.119520685805586,0.12780946748967
"ch_teach","nhblack",0,9,0.0783818929767935,0.00102280653495163,0.0763771921682883,0.0803865937852987
"ch_teach","nhblack",1,9,0.116036776162459,0.000826591409710175,0.114416656999427,0.117656895325491
"ch_teach","mcaid_unins",0,9,0.0946385997289507,0.000865598834120621,0.0929420260140742,0.0963351734438271
"ch_teach","mcaid_unins",1,9,0.107108291392727,0.000982647710825558,0.105182301879508,0.109034280905945
"ch_teach","hispanic",0,9,0.0970894622231402,0.000720880463920523,0.095676536513856,0.0985023879324244
"ch_teach","hispanic",1,9,0.118978594089476,0.00166656911404878,0.11571211862594,0.122245069553012
"ch_csection","nhblack",0,9,0.0253268260124168,0.000456960843669622,0.0244311827588243,0.0262224692660092
"ch_csection","nhblack",1,9,0.022097737435093,0.000413847787673408,0.0212865957712531,0.0229088790989328
"ch_csection","mcaid_unins",0,9,0.0267302898025473,0.000363905248976976,0.0260170355145524,0.0274435440905421
"ch_csection","mcaid_unins",1,9,0.0235602638026788,0.000367337151255005,0.022840282986219,0.0242802446191386
"ch_csection","hispanic",0,9,0.0237886674146148,0.000313098551643801,0.0231749942533929,0.0244023405758366
"ch_csection","hispanic",1,9,0.0321590064603691,0.000655215142922104,0.0308747847802417,0.0334432281404964
