"variable","mean","se","l_95","u_95"
"ch_dist",-0.0461273376334856,0.000109128430511411,-0.0463412293572879,-0.0459134459096832
"ch_peri",0.295977274120009,0.00195619187880541,0.292143138037551,0.299811410202468
"ch_teach",0.16832709259002,0.0010589970373738,0.166251458396767,0.170402726783272
"ch_csection",0.0415429676972455,0.000486373924183954,0.0405896748058449,0.042496260588646
