"outcome","patient_char","bin","mkt","mean","sd","l_95","u_95"
"ch_dist","nhblack",0,2,-0.021574289323918,0.00019095168621377,-0.021948554628897,-0.021200024018939
"ch_dist","nhblack",0,3,-0.011570004426773,0.000109664159016664,-0.0117849461784456,-0.0113550626751003
"ch_dist","nhblack",0,4,-0.0242929884915936,0.00115599354432038,-0.0265587358384616,-0.0220272411447257
"ch_dist","nhblack",0,5,-0.0168899437239896,9.73787197569704e-05,-0.0170808060147133,-0.016699081433266
"ch_dist","nhblack",0,6,-0.0102161528609502,0.000344144805154435,-0.0108906766790529,-0.0095416290428475
"ch_dist","nhblack",0,7,-0.0124990939170166,0.000151982963436201,-0.0127969805253515,-0.0122012073086816
"ch_dist","nhblack",0,8,-0.0250492266931095,0.000194386767951254,-0.0254302247582939,-0.024668228627925
"ch_dist","nhblack",0,10,-0.0125231074411684,0.000143454817521982,-0.0128042788835115,-0.0122419359988253
"ch_dist","nhblack",0,11,-0.0177287842466216,0.00137783712715732,-0.02042934501585,-0.0150282234773933
"ch_dist","nhblack",1,2,-0.0231198761994969,0.000234433269513641,-0.0235793654077437,-0.0226603869912502
"ch_dist","nhblack",1,3,-0.00719365568735832,0.000142107466467594,-0.00747218632163481,-0.00691512505308184
"ch_dist","nhblack",1,4,-0.0333774340170543,0.0015920362842741,-0.0364978251342315,-0.030257042899877
"ch_dist","nhblack",1,5,-0.0192393259409839,0.000147531891101611,-0.019528488447543,-0.0189501634344247
"ch_dist","nhblack",1,6,-0.00790720478517535,0.000517705249219602,-0.00892190707364577,-0.00689250249670493
"ch_dist","nhblack",1,7,-0.00916974375448931,9.28004967876735e-05,-0.00935163272819315,-0.00898785478078547
"ch_dist","nhblack",1,8,-0.0336439696454549,0.000549529217692476,-0.0347210469121321,-0.0325668923787776
"ch_dist","nhblack",1,10,-0.0043096387277405,0.000362328620302198,-0.00501980282353281,-0.00359947463194819
"ch_dist","nhblack",1,11,-0.0183313690417736,0.00129782182886613,-0.0208750998263512,-0.015787638257196
"ch_dist","mcaid_unins",0,2,-0.0226803128655379,0.000268763975339767,-0.0232070902572039,-0.022153535473872
"ch_dist","mcaid_unins",0,3,-0.0091733268529384,0.000125879404636764,-0.00942005048602646,-0.00892660321985034
"ch_dist","mcaid_unins",0,4,-0.018507397763218,0.0011149882790718,-0.0206927747901987,-0.0163220207362373
"ch_dist","mcaid_unins",0,5,-0.0176735994248933,0.00010024754758908,-0.0178700846181679,-0.0174771142316188
"ch_dist","mcaid_unins",0,6,-0.0116649849182568,0.000581136486810873,-0.0128040124324061,-0.0105259574041075
"ch_dist","mcaid_unins",0,7,-0.0093121487672427,0.000135484933544212,-0.00957769923698935,-0.00904659829749604
"ch_dist","mcaid_unins",0,8,-0.026093537732247,0.000237887042730537,-0.0265597963359988,-0.0256272791284951
"ch_dist","mcaid_unins",0,10,-0.00958968752151579,0.000195286653017721,-0.00997244936143053,-0.00920692568160106
"ch_dist","mcaid_unins",0,11,-0.0204112204084995,0.0013900208493239,-0.0231356612731744,-0.0176867795438247
"ch_dist","mcaid_unins",1,2,-0.0220953403109535,0.000173669623407572,-0.0224357327728323,-0.0217549478490746
"ch_dist","mcaid_unins",1,3,-0.0102236127768625,0.000107387706523862,-0.0104340926816492,-0.0100131328720757
"ch_dist","mcaid_unins",1,4,-0.0385859760548674,0.00133564310170431,-0.0412038365342079,-0.035968115575527
"ch_dist","mcaid_unins",1,5,-0.0181372186746671,0.000116453614069118,-0.0183654677582426,-0.0179089695910917
"ch_dist","mcaid_unins",1,6,-0.0080206384090273,0.000321546120258485,-0.00865086880473393,-0.00739040801332067
"ch_dist","mcaid_unins",1,7,-0.0114525696860592,8.91080804265727e-05,-0.0116272215236953,-0.0112779178484231
"ch_dist","mcaid_unins",1,8,-0.0245524383368252,0.000231857308095406,-0.0250068786606922,-0.0240979980129582
"ch_dist","mcaid_unins",1,10,-0.0108302613452672,0.000137328814780494,-0.011099425822237,-0.0105610968682975
"ch_dist","mcaid_unins",1,11,-0.0179721567126317,0.00105254799021512,-0.0200351507734534,-0.0159091626518101
"ch_dist","hispanic",0,2,-0.0223042657900234,0.000155838502913652,-0.0226097092557341,-0.0219988223243126
