"outcome","patient_char","bin","mkt","mean","sd","l_95","u_95"
"ch_csection","age","(28.2,36.8]",2,-0.0225496776147746,0.000880998499747611,-0.0242764346742799,-0.0208229205552693
"ch_csection","age","(28.2,36.8]",3,-0.0305507012211075,0.00302373758502308,-0.0364772268877527,-0.0246241755544623
"ch_csection","age","(28.2,36.8]",4,-0.0233829427198508,0.00165457254882034,-0.0266259049155387,-0.020139980524163
"ch_csection","age","(28.2,36.8]",5,-0.00193074272841024,0.000741258583011513,-0.0033836095511128,-0.000477875905707675
"ch_csection","age","(28.2,36.8]",6,0.0350196386323949,0.00458592731994654,0.0260312210852997,0.0440080561794901
"ch_csection","age","(28.2,36.8]",7,-0.000327016366207363,0.000565221146843309,-0.00143484981402025,0.000780817081605522
"ch_csection","age","(28.2,36.8]",8,-0.0244454695596791,0.00139233665740074,-0.0271744494081846,-0.0217164897111736
"ch_csection","age","(28.2,36.8]",10,-0.000425528586727796,0.00254496271240367,-0.00541365550303898,0.00456259832958339
"ch_csection","age","(28.2,36.8]",11,-0.0523434425821791,0.00127576153050757,-0.0548439351819739,-0.0498429499823843
"ch_csection","age","(36.8,45.4]",2,-0.0298786671199497,0.00147466017934828,-0.0327690010714723,-0.026988333168427
"ch_csection","age","(36.8,45.4]",3,-0.0226669334335913,0.005826933846749,-0.0340877237732193,-0.0112461430939633
"ch_csection","age","(36.8,45.4]",4,-0.0320706479785231,0.00335664572018368,-0.0386496735900832,-0.0254916223669631
"ch_csection","age","(36.8,45.4]",5,-0.00806622869003069,0.00130454306040893,-0.0106231330884322,-0.00550932429162918
"ch_csection","age","(36.8,45.4]",6,0.0409391015985947,0.00793748866365417,0.0253816238178325,0.0564965793793568
"ch_csection","age","(36.8,45.4]",7,-0.000546913251143734,0.00101041572061147,-0.00252732806354222,0.00143350156125475
"ch_csection","age","(36.8,45.4]",8,-0.0185608169438105,0.00211799676581101,-0.0227120906048001,-0.0144095432828209
"ch_csection","age","(36.8,45.4]",10,-0.00432585120554137,0.00433843837597436,-0.0128291904224511,0.00417748801136838
"ch_csection","age","(36.8,45.4]",11,-0.0548263731744479,0.00228675760699519,-0.0593084180841585,-0.0503443282647373
"ch_csection","age","(45.4,54]",2,-0.028910368967021,0.0055704946853115,-0.0398285385502316,-0.0179921993838105
"ch_csection","age","(45.4,54]",3,-0.0198801725014576,0.010173107984437,-0.0398194641509541,5.91191480388623e-05
"ch_csection","age","(45.4,54]",4,-0.0472680688445985,0.018019710965637,-0.0825867023372469,-0.01194943535195
"ch_csection","age","(45.4,54]",5,-0.0106347906660231,0.00479569355181367,-0.0200343500275778,-0.00123523130446826
