"outcome","patient_char","bin","mkt","mean","sd","l_95","u_95"
"ch_teach","obgyn_10kwra","25",11,0.0121006290206274,0.0160848927865976,-0.019425760841104,0.0436270188823588
"ch_teach","obgyn_10kwra","50",2,0.23399683397777,0.00399168998582876,0.226173121605546,0.241820546349995
"ch_teach","obgyn_10kwra","50",3,-0.034808220590423,0.00245748029560235,-0.0396248819698036,-0.0299915592110424
"ch_teach","obgyn_10kwra","50",5,-0.0664487984639863,0.00283190172658927,-0.0719993258481013,-0.0608982710798714
"ch_teach","obgyn_10kwra","50",7,0.0904926561240719,0.00641672193062949,0.0779158811400381,0.103069431108106
"ch_teach","obgyn_10kwra","50",8,0.305956701457385,0.00280114135597873,0.300466464399667,0.311446938515103
"ch_teach","obgyn_10kwra","50",10,0.0517683870124548,0.00252127792713993,0.0468266822752605,0.0567100917496491
"ch_teach","obgyn_10kwra","50",11,0.0387103265778378,0.0126396639683099,0.0139365851999504,0.0634840679557253
"ch_teach","obgyn_10kwra","75",2,0.0985928811181968,0.0034046990779891,0.0919196709253382,0.105266091311055
"ch_teach","obgyn_10kwra","75",3,-0.0283129241503495,0.00296207156361333,-0.0341185844150317,-0.0225072638856674
"ch_teach","obgyn_10kwra","75",5,-0.0612232324168667,0.00551236512116924,-0.0720274680543585,-0.050418996779375
"ch_teach","obgyn_10kwra","75",7,0.0714092377216824,0.00575242956048545,0.0601344757831309,0.0826839996602338
"ch_teach","obgyn_10kwra","75",8,0.23227770616698,0.00298498041434554,0.226427144554862,0.238128267779097
"ch_teach","obgyn_10kwra","75",10,0.0610943616159586,0.00378821115140223,0.0536694677592102,0.068519255472707
"ch_teach","obgyn_10kwra","75",11,0.0755221422131799,0.0103130099259804,0.0553086427582582,0.0957356416681015
"ch_teach","obgyn_10kwra","90",2,0.0871255818464548,0.00913290596067088,0.0692250861635399,0.10502607752937
"ch_teach","obgyn_10kwra","90",3,-0.0197932846202712,0.00730129034366327,-0.0341038136938513,-0.00548275554669123
"ch_teach","obgyn_10kwra","90",5,-0.0638047957044777,0.0106041230867652,-0.0845888769545375,-0.043020714454418
"ch_teach","obgyn_10kwra","90",7,0.0758239562907872,0.00752901207108293,0.0610670926314646,0.0905808199501097
"ch_teach","obgyn_10kwra","90",8,0.209233357740267,0.00370759610320758,0.201966469377981,0.216500246102554
"ch_teach","obgyn_10kwra","90",10,0.0164448258107651,0.00203597501630125,0.0124543147788146,0.0204353368427155
"ch_teach","obgyn_10kwra","90",11,0.094642216928212,0.0125709461086117,0.070003162555333,0.119281271301091
"ch_teach","obgyn_10kwra","100",2,0.0867660373472196,0.00970544786747257,0.0677433595269733,0.105788715167466
"ch_teach","obgyn_10kwra","100",3,0.00728774165735181,0.00999852020559321,-0.0123093579456109,0.0268848412603145
"ch_teach","obgyn_10kwra","100",5,-0.0646881336365178,0.0105848407696649,-0.085434421545061,-0.0439418457279746
"ch_teach","obgyn_10kwra","100",7,0.0199071804867083,0.00413520082017737,0.0118021868791607,0.028012174094256
"ch_teach","obgyn_10kwra","100",8,0.252199202897169,0.0053971416127585,0.241620805336162,0.262777600458176
"ch_teach","obgyn_10kwra","100",10,0.0124645148439675,0.00226214717880559,0.00803070637350851,0.0168983233144264
"ch_teach","obgyn_10kwra","100",11,0.084473984301527,0.0135649077151064,0.0578867651799184,0.111061203423135
"ch_csection","ci_scorent","10",2,-0.00522802186737007,0.000877285521368644,-0.00694750148925261,-0.00350854224548753
"ch_csection","ci_scorent","10",3,-0.029402026204341,0.00231774296872131,-0.0339448024230348,-0.0248592499856472
"ch_csection","ci_scorent","10",4,-0.0184951726383745,0.00169099191771637,-0.0218095167970986,-0.0151808284796504
"ch_csection","ci_scorent","10",5,0.00868707319749303,0.00059357967935204,0.00752365702596303,0.00985048936902302
"ch_csection","ci_scorent","10",6,0.0330296501511755,0.00354398298862168,0.0260834434934771,0.039975856808874
"ch_csection","ci_scorent","10",7,-0.000566979183228186,0.000514843856903428,-0.00157607314275891,0.000442114776302533
"ch_csection","ci_scorent","10",8,-0.019519971663104,0.0010912148163395,-0.0216587527031295,-0.0173811906230786
"ch_csection","ci_scorent","10",10,0.00300866709375921,0.00218436727165896,-0.00127269275869234,0.00729002694621076
"ch_csection","ci_scorent","10",11,-0.0469366976456631,0.0014664611269034,-0.0498109614543937,-0.0440624338369324
"ch_csection","ci_scorent","25",2,-0.00522802186737007,0.000877285521368644,-0.00694750148925261,-0.00350854224548753
"ch_csection","ci_scorent","25",3,-0.029402026204341,0.00231774296872131,-0.0339448024230348,-0.0248592499856472
"ch_csection","ci_scorent","25",4,-0.0184951726383745,0.00169099191771637,-0.0218095167970986,-0.0151808284796504
"ch_csection","ci_scorent","25",5,0.00868707319749303,0.00059357967935204,0.00752365702596303,0.00985048936902302
"ch_csection","ci_scorent","25",6,0.0330296501511755,0.00354398298862168,0.0260834434934771,0.039975856808874
"ch_csection","ci_scorent","25",7,-0.000566979183228186,0.000514843856903428,-0.00157607314275891,0.000442114776302533
"ch_csection","ci_scorent","25",8,-0.019519971663104,0.0010912148163395,-0.0216587527031295,-0.0173811906230786
"ch_csection","ci_scorent","25",10,0.00300866709375921,0.00218436727165896,-0.00127269275869234,0.00729002694621076
"ch_csection","ci_scorent","25",11,-0.0469366976456631,0.0014664611269034,-0.0498109614543937,-0.0440624338369324
"ch_csection","ci_scorent","50",2,-0.00522802186737007,0.000877285521368644,-0.00694750148925261,-0.00350854224548753
"ch_csection","ci_scorent","50",3,-0.021854065436247,0.00406120572922766,-0.0298140286655332,-0.0138941022069608
"ch_csection","ci_scorent","50",4,-0.0184951726383745,0.00169099191771637,-0.0218095167970986,-0.0151808284796504
"ch_csection","ci_scorent","50",5,0.00868707319749303,0.00059357967935204,0.00752365702596303,0.00985048936902302
"ch_csection","ci_scorent","50",6,0.0330296501511755,0.00354398298862168,0.0260834434934771,0.039975856808874
"ch_csection","ci_scorent","50",7,0.00082202116204486,0.000772181516269372,-0.000691454609843109,0.00233549693393283
"ch_csection","ci_scorent","50",8,-0.0163356126450922,0.00179782266967498,-0.0198593450776552,-0.0128118802125293
"ch_csection","ci_scorent","50",10,0.00300866709375921,0.00218436727165896,-0.00127269275869234,0.00729002694621076
"ch_csection","ci_scorent","50",11,-0.0556584792800332,0.00200117469967732,-0.0595807816914007,-0.0517361768686656
"ch_csection","ci_scorent","75",2,-0.0137863857019459,0.000817518508023228,-0.0153887219776714,-0.0121840494262203
"ch_csection","ci_scorent","75",3,-0.0326703678941767,0.00232252757444779,-0.0372225219400944,-0.0281182138482591
"ch_csection","ci_scorent","75",4,-0.0409813804843064,0.00176729580660566,-0.0444452802652535,-0.0375174807033593
"ch_csection","ci_scorent","75",5,-0.00211401923119529,0.000680567173266578,-0.00344793089079779,-0.000780107571592799
"ch_csection","ci_scorent","75",6,0.0364129275089391,0.00398424606903497,0.0286038052136305,0.0442220498042476
"ch_csection","ci_scorent","75",7,-0.00192550336908353,0.000457862439195605,-0.00282291374990692,-0.00102809298826014
"ch_csection","ci_scorent","75",8,-0.0240575460343036,0.00106803381292173,-0.0261508923076302,-0.021964199760977
"ch_csection","ci_scorent","75",10,0.000935044719883298,0.00232110231118326,-0.0036143158100359,0.0054844052498025
"ch_csection","ci_scorent","75",11,-0.0447831110180966,0.00115905465994514,-0.047054858151589,-0.0425113638846041
"ch_csection","ci_scorent","90",2,-0.0199247370422671,0.00085879008451924,-0.0216079656079248,-0.0182415084766094
"ch_csection","ci_scorent","90",3,-0.0377332584736861,0.00288438724900508,-0.043386657481736,-0.0320798594656361
"ch_csection","ci_scorent","90",4,-0.0637626817604578,0.00258997671779376,-0.0688390361273335,-0.058686327393582
"ch_csection","ci_scorent","90",5,-0.0182410033626107,0.000856756980491434,-0.019920247044374,-0.0165617596808475
"ch_csection","ci_scorent","90",6,0.0391562484275421,0.00389240269644347,0.0315271391425129,0.0467853577125713
"ch_csection","ci_scorent","90",7,-0.00323900923504828,0.000550638008476943,-0.00431825973166309,-0.00215975873843347
"ch_csection","ci_scorent","90",8,-0.0258524688866409,0.00128658429663262,-0.0283741741080409,-0.023330763665241
"ch_csection","ci_scorent","90",10,-0.000483671318762962,0.00270364469730461,-0.00578281492547999,0.00481547228795407
"ch_csection","ci_scorent","90",11,-0.0378552173455532,0.00144086994824802,-0.0406793224441194,-0.0350311122469871
"ch_csection","ci_scorent","100",2,-0.0409661248152184,0.00149117954228699,-0.0438888367181009,-0.0380434129123359
"ch_csection","ci_scorent","100",3,-0.0503075105506262,0.00556935290594562,-0.0612234422462797,-0.0393915788549728
"ch_csection","ci_scorent","100",4,-0.0689476704534548,0.00426745106696127,-0.0773118745446989,-0.0605834663622107
"ch_csection","ci_scorent","100",5,-0.0427913458278306,0.00151720227674132,-0.0457650622902436,-0.0398176293654176
"ch_csection","ci_scorent","100",6,0.0471904045940777,0.0077896119186211,0.0319227652335803,0.062458043954575
"ch_csection","ci_scorent","100",7,-0.0054711603321498,0.00115499450714701,-0.00773494956615794,-0.00320737109814166
"ch_csection","ci_scorent","100",8,-0.036303915254468,0.00257107789505768,-0.0413432279287811,-0.031264602580155
"ch_csection","ci_scorent","100",10,-0.00588206602214591,0.00476037728930952,-0.0152124055091926,0.00344827346490075
"ch_csection","ci_scorent","100",11,-0.0315366159388644,0.00337154012311882,-0.0381448345801773,-0.0249283972975515
"ch_csection","obgyn_10kwra","10",2,-0.00205416436532576,0.00121593606169542,-0.00443739904624879,0.000329070315597274
"ch_csection","obgyn_10kwra","10",3,-0.0725258177461135,0.00450064369853963,-0.0813470793952512,-0.0637045560969758
"ch_csection","obgyn_10kwra","10",4,-0.0342055730551464,0.00325966175428123,-0.0405945100935376,-0.0278166360167552
"ch_csection","obgyn_10kwra","10",5,-0.000309085168184099,0.000645892470330823,-0.00157503441003251,0.000956864073664314
"ch_csection","obgyn_10kwra","10",6,0.0253371715518709,0.00563475888317037,0.014293044140857,0.0363812989628848
"ch_csection","obgyn_10kwra","10",7,0.000897945438737117,0.000724282450668536,-0.000521648164573213,0.00231753904204745
"ch_csection","obgyn_10kwra","10",8,-0.0474967600397451,0.00191194909344363,-0.0512441802628946,-0.0437493398165956
"ch_csection","obgyn_10kwra","10",10,0.0148773554462564,0.00330483471648176,0.00839987940195213,0.0213548314905606
"ch_csection","obgyn_10kwra","10",11,-0.0263686573874505,0.002501610670779,-0.0312718143021773,-0.0214655004727236
"ch_csection","obgyn_10kwra","25",2,-0.0111454728387902,0.00108008693268731,-0.0132624432268573,-0.00902850245072308
"ch_csection","obgyn_10kwra","25",3,-0.0518622125926625,0.00432283287121927,-0.0603349650202523,-0.0433894601650728
"ch_csection","obgyn_10kwra","25",4,-0.017263253852999,0.00131658260280728,-0.0198437557545013,-0.0146827519514967
"ch_csection","obgyn_10kwra","25",5,0.00598842021113163,0.000583194354868802,0.00484535927558878,0.00713148114667449
"ch_csection","obgyn_10kwra","25",6,0.0224566524881674,0.00341406205049297,0.0157650908692012,0.0291482141071336
"ch_csection","obgyn_10kwra","25",7,-0.00228825088326281,0.000757587990752611,-0.00377312334513792,-0.000803378421387688
"ch_csection","obgyn_10kwra","25",8,-0.0372300628376115,0.00141587776477536,-0.0400051832565712,-0.0344549424186518
"ch_csection","obgyn_10kwra","25",10,0.0443995763414825,0.0126295846016953,0.0196455905221598,0.0691535621608052
"ch_csection","obgyn_10kwra","25",11,-0.0487067693742216,0.00158814594170397,-0.0518195354199613,-0.0455940033284818
"ch_csection","obgyn_10kwra","50",2,-0.0149407388583728,0.00102047952288723,-0.0169408787232318,-0.0129405989935138
"ch_csection","obgyn_10kwra","50",3,-0.0242381993900187,0.00189754571429466,-0.0279573889900362,-0.0205190097900012
"ch_csection","obgyn_10kwra","50",4,-0.0428149073923684,0.00199398202864478,-0.0467231121685122,-0.0389067026162246
"ch_csection","obgyn_10kwra","50",5,0.00092705377285634,0.000410519334183242,0.000122435877857185,0.0017316716678555
"ch_csection","obgyn_10kwra","50",6,0.0363943985333608,0.00334012259205709,0.0298477582529289,0.0429410388137927
"ch_csection","obgyn_10kwra","50",7,-0.00171978060598044,0.000489065700920876,-0.00267834937978536,-0.000761211832175524
"ch_csection","obgyn_10kwra","50",8,-0.0295388721764278,0.000907355633686719,-0.0313172892184538,-0.0277604551344018
"ch_csection","obgyn_10kwra","50",10,-0.00165529451252895,0.00226164883241407,-0.00608812622406052,0.00277753719900262
"ch_csection","obgyn_10kwra","50",11,-0.0496498057571536,0.00119842456890338,-0.0519987179122043,-0.047300893602103
"ch_csection","obgyn_10kwra","75",2,-0.0120140699130807,0.000567067967111319,-0.0131255231286189,-0.0109026166975426
"ch_csection","obgyn_10kwra","75",3,-0.0148596345213609,0.00110919731001226,-0.017033661248985,-0.0126856077937369
"ch_csection","obgyn_10kwra","75",4,-0.0333316689485913,0.00182746751496599,-0.0369135052779246,-0.0297498326192579
"ch_csection","obgyn_10kwra","75",5,-0.00573287643417673,0.00073924537530837,-0.00718179736978113,-0.00428395549857232
"ch_csection","obgyn_10kwra","75",6,0.0403235031920925,0.00377304896982433,0.0329283272112368,0.0477186791729481
"ch_csection","obgyn_10kwra","75",7,-0.00230518701443592,0.000569395921806659,-0.00342120302117697,-0.00118917100769487
"ch_csection","obgyn_10kwra","75",8,-0.0101669323447378,0.00140004872719762,-0.0129110278500451,-0.00742283683943043
"ch_csection","obgyn_10kwra","75",10,-0.0055804999077754,0.00383039488613935,-0.0130880738846085,0.00192707406905772
"ch_csection","obgyn_10kwra","75",11,-0.0428231123203905,0.00151965944414754,-0.0458016448309197,-0.0398445798098613
"ch_csection","obgyn_10kwra","90",2,-0.0204331789320501,0.00137921160477565,-0.0231364336774104,-0.0177299241866899
"ch_csection","obgyn_10kwra","90",3,-0.0251661411925263,0.00364522231300508,-0.0323107769260163,-0.0180215054590364
"ch_csection","obgyn_10kwra","90",4,-0.0451804196638741,0.00240666048106492,-0.0498974742067613,-0.0404633651209868
"ch_csection","obgyn_10kwra","90",5,-0.00630291439653557,0.00139797345649145,-0.00904294237125882,-0.00356288642181232
"ch_csection","obgyn_10kwra","90",6,0.0395148854745953,0.00389670267652037,0.0318773482286154,0.0471524227205752
"ch_csection","obgyn_10kwra","90",7,-0.00328252662397398,0.000760468507630263,-0.00477304489892929,-0.00179200834901866
"ch_csection","obgyn_10kwra","90",8,-0.00643665924150393,0.0016673808048647,-0.00970472561903874,-0.00316859286396911
"ch_csection","obgyn_10kwra","90",10,-0.00284553864825565,0.00129297965669676,-0.0053797787753813,-0.000311298521130003
"ch_csection","obgyn_10kwra","90",11,-0.0466985513673537,0.00179729549550035,-0.0502212505385344,-0.043175852196173
"ch_csection","obgyn_10kwra","100",2,-0.023886436761297,0.00153671297240885,-0.0268983941872183,-0.0208744793353756
"ch_csection","obgyn_10kwra","100",3,-0.0125422604591335,0.00480210111596806,-0.0219543786464309,-0.00313014227183612
"ch_csection","obgyn_10kwra","100",4,-0.0398298084622157,0.00564742993753125,-0.0508987711397769,-0.0287608457846544
"ch_csection","obgyn_10kwra","100",5,-0.00757767107654924,0.00140741915951292,-0.0103362126291946,-0.00481912952390391
"ch_csection","obgyn_10kwra","100",6,0.0487680269605131,0.00570197607396137,0.0375921538555488,0.0599439000654774
"ch_csection","obgyn_10kwra","100",7,-0.00052498957773279,0.000224514936671148,-0.00096503885360824,-8.49403018573401e-05
"ch_csection","obgyn_10kwra","100",8,0.000438163175155667,0.00386409241368655,-0.00713545795566998,0.00801178430598131
"ch_csection","obgyn_10kwra","100",10,-0.00559292261295265,0.00193716881192364,-0.00938977348432298,-0.00179607174158232
"ch_csection","obgyn_10kwra","100",11,-0.0526053779381432,0.00197966046702499,-0.0564855124535122,-0.0487252434227742
