mean,group_var,bin,outcome,mkt,boot_rep
-0.02705562005649,overall,,ch_dist,9,55
-0.0278301744872435,age,"(19.8,28.6]",ch_dist,9,55
-0.0264208490568656,age,"(28.6,37.4]",ch_dist,9,55
-0.025259375338358,age,"(37.4,46.2]",ch_dist,9,55
-0.0220788276538154,age,"(46.2,55]",ch_dist,9,55
-0.0307693955384157,age,"[11,19.8]",ch_dist,9,55
-0.02705562005649,ci_scorent,100,ch_dist,9,55
-0.02705562005649,obgyn_10kwra,100,ch_dist,9,55
-0.0293288420339168,nhblack,0,ch_dist,9,55
-0.0231676606287063,nhblack,1,ch_dist,9,55
-0.0245334977315308,mcaid_unins,0,ch_dist,9,55
-0.029678518622156,mcaid_unins,1,ch_dist,9,55
-0.0265297231194639,hispanic,0,ch_dist,9,55
-0.029682938304388,hispanic,1,ch_dist,9,55
0.129390649780429,overall,,ch_peri,9,55
0.122258089337927,age,"(19.8,28.6]",ch_peri,9,55
0.135923349269111,age,"(28.6,37.4]",ch_peri,9,55
0.134991862354248,age,"(37.4,46.2]",ch_peri,9,55
0.124064736607798,age,"(46.2,55]",ch_peri,9,55
0.110648288328591,age,"[11,19.8]",ch_peri,9,55
0.129390649780429,ci_scorent,100,ch_peri,9,55
0.129390649780429,obgyn_10kwra,100,ch_peri,9,55
0.170696568797786,nhblack,0,ch_peri,9,55
0.0808199714641363,nhblack,1,ch_peri,9,55
0.148142853934646,mcaid_unins,0,ch_peri,9,55
0.109889165299508,mcaid_unins,1,ch_peri,9,55
0.130712812639001,hispanic,0,ch_peri,9,55
0.122785282149533,hispanic,1,ch_peri,9,55
0.100749454284809,overall,,ch_teach,9,55
0.0953638635568985,age,"(19.8,28.6]",ch_teach,9,55
0.102874163799288,age,"(28.6,37.4]",ch_teach,9,55
0.114399533071162,age,"(37.4,46.2]",ch_teach,9,55
0.111997010824125,age,"(46.2,55]",ch_teach,9,55
0.0978098228712777,age,"[11,19.8]",ch_teach,9,55
0.100749454284809,ci_scorent,100,ch_teach,9,55
0.100749454284809,obgyn_10kwra,100,ch_teach,9,55
0.0781624170207512,nhblack,0,ch_teach,9,55
0.115241375301362,nhblack,1,ch_teach,9,55
0.0953211926329099,mcaid_unins,0,ch_teach,9,55
0.106394612554861,mcaid_unins,1,ch_teach,9,55
0.0969164667400615,hispanic,0,ch_teach,9,55
0.119898601981369,hispanic,1,ch_teach,9,55
0.025418454517113,overall,,ch_csection,9,55
0.0206718192394111,age,"(19.8,28.6]",ch_csection,9,55
0.0285532522020482,age,"(28.6,37.4]",ch_csection,9,55
0.0329393729675494,age,"(37.4,46.2]",ch_csection,9,55
0.0356339823763531,age,"(46.2,55]",ch_csection,9,55
0.0181224886079132,age,"[11,19.8]",ch_csection,9,55
0.025418454517113,ci_scorent,100,ch_csection,9,55
0.025418454517113,obgyn_10kwra,100,ch_csection,9,55
0.0258371096532266,nhblack,0,ch_csection,9,55
0.0221536059521911,nhblack,1,ch_csection,9,55
0.0274102145526256,mcaid_unins,0,ch_csection,9,55
0.0233471098846192,mcaid_unins,1,ch_csection,9,55
0.02410116950754,hispanic,0,ch_csection,9,55
0.0319994529973566,hispanic,1,ch_csection,9,55
