mean,group_var,bin,outcome,mkt,boot_rep
-0.0270743240101967,overall,,ch_dist,9,32
-0.0279904562967775,age,"(19.8,28.6]",ch_dist,9,32
-0.0263616683557218,age,"(28.6,37.4]",ch_dist,9,32
-0.0250086557114584,age,"(37.4,46.2]",ch_dist,9,32
-0.0220125325973095,age,"(46.2,55]",ch_dist,9,32
-0.0310736026422613,age,"[11,19.8]",ch_dist,9,32
-0.0270743240101967,ci_scorent,100,ch_dist,9,32
-0.0270743240101967,obgyn_10kwra,100,ch_dist,9,32
-0.0294204807820324,nhblack,0,ch_dist,9,32
-0.0232181700000649,nhblack,1,ch_dist,9,32
-0.0243844366332222,mcaid_unins,0,ch_dist,9,32
-0.0298782106630521,mcaid_unins,1,ch_dist,9,32
-0.0265527822056319,hispanic,0,ch_dist,9,32
-0.0296697347526728,hispanic,1,ch_dist,9,32
0.128420439281377,overall,,ch_peri,9,32
0.12084601472925,age,"(19.8,28.6]",ch_peri,9,32
0.135357536452207,age,"(28.6,37.4]",ch_peri,9,32
0.133562738491497,age,"(37.4,46.2]",ch_peri,9,32
0.123481282337009,age,"(46.2,55]",ch_peri,9,32
0.109087106414813,age,"[11,19.8]",ch_peri,9,32
0.128420439281377,ci_scorent,100,ch_peri,9,32
0.128420439281377,obgyn_10kwra,100,ch_peri,9,32
0.171454571264533,nhblack,0,ch_peri,9,32
0.0778717211452252,nhblack,1,ch_peri,9,32
0.147442224765983,mcaid_unins,0,ch_peri,9,32
0.108592497453658,mcaid_unins,1,ch_peri,9,32
0.129308349269468,hispanic,0,ch_peri,9,32
0.124001826811056,hispanic,1,ch_peri,9,32
0.101279320563408,overall,,ch_teach,9,32
0.0974823569041166,age,"(19.8,28.6]",ch_teach,9,32
0.102376681697073,age,"(28.6,37.4]",ch_teach,9,32
0.111667286198797,age,"(37.4,46.2]",ch_teach,9,32
0.11369050095493,age,"(46.2,55]",ch_teach,9,32
0.101608581853018,age,"[11,19.8]",ch_teach,9,32
0.101279320563408,ci_scorent,100,ch_teach,9,32
0.101279320563408,obgyn_10kwra,100,ch_teach,9,32
0.0804672134104397,nhblack,0,ch_teach,9,32
0.116112468228833,nhblack,1,ch_teach,9,32
0.0947803758355724,mcaid_unins,0,ch_teach,9,32
0.108053695035739,mcaid_unins,1,ch_teach,9,32
0.0977120874048476,hispanic,0,ch_teach,9,32
0.11903136877816,hispanic,1,ch_teach,9,32
0.0257392427538606,overall,,ch_csection,9,32
0.021466821638798,age,"(19.8,28.6]",ch_csection,9,32
0.0284860557917997,age,"(28.6,37.4]",ch_csection,9,32
0.0324999510786127,age,"(37.4,46.2]",ch_csection,9,32
0.0358491175669885,age,"(46.2,55]",ch_csection,9,32
0.0195358600076789,age,"[11,19.8]",ch_csection,9,32
0.0257392427538606,ci_scorent,100,ch_csection,9,32
0.0257392427538606,obgyn_10kwra,100,ch_csection,9,32
0.0264786453158401,nhblack,0,ch_csection,9,32
0.02266949829594,nhblack,1,ch_csection,9,32
0.0270313267023563,mcaid_unins,0,ch_csection,9,32
0.0243923993995375,mcaid_unins,1,ch_csection,9,32
0.0244370826792657,hispanic,0,ch_csection,9,32
0.0322193373818397,hispanic,1,ch_csection,9,32
