mean,group_var,bin,outcome,mkt,boot_rep
-0.0222854309385756,overall,,ch_dist,2,98
-0.022603877469683,age,"(19.6,28.2]",ch_dist,2,98
-0.0219057180190006,age,"(28.2,36.8]",ch_dist,2,98
-0.0215266251183432,age,"(36.8,45.4]",ch_dist,2,98
-0.0226849325053924,age,"(45.4,54]",ch_dist,2,98
-0.0223081051795197,age,"[11,19.6]",ch_dist,2,98
-0.0231458319004535,ci_scorent,10,ch_dist,2,98
-0.0169969037858415,ci_scorent,100,ch_dist,2,98
-0.0230326090403328,ci_scorent,75,ch_dist,2,98
-0.0214871640300584,ci_scorent,90,ch_dist,2,98
-0.0222682214473101,obgyn_10kwra,10,ch_dist,2,98
-0.028160942707238,obgyn_10kwra,100,ch_dist,2,98
-0.0231431363053987,obgyn_10kwra,25,ch_dist,2,98
-0.0238562610617798,obgyn_10kwra,50,ch_dist,2,98
-0.0168829582209348,obgyn_10kwra,75,ch_dist,2,98
-0.0259985645916928,obgyn_10kwra,90,ch_dist,2,98
-0.0215216366704151,nhblack,0,ch_dist,2,98
-0.0231183882810018,nhblack,1,ch_dist,2,98
-0.0224817470132256,mcaid_unins,0,ch_dist,2,98
-0.0221804401127754,mcaid_unins,1,ch_dist,2,98
-0.0222768841643147,hispanic,0,ch_dist,2,98
-0.0224305684485817,hispanic,1,ch_dist,2,98
0.150261663482394,overall,,ch_peri,2,98
0.125659229033854,age,"(19.6,28.2]",ch_peri,2,98
0.194715086390322,age,"(28.2,36.8]",ch_peri,2,98
0.237994321946493,age,"(36.8,45.4]",ch_peri,2,98
0.209328936971969,age,"(45.4,54]",ch_peri,2,98
0.0659390158119074,age,"[11,19.6]",ch_peri,2,98
0.0872473644595432,ci_scorent,10,ch_peri,2,98
0.375153906946227,ci_scorent,100,ch_peri,2,98
0.155412964972447,ci_scorent,75,ch_peri,2,98
0.21464126590957,ci_scorent,90,ch_peri,2,98
0.0240324007750914,obgyn_10kwra,10,ch_peri,2,98
0.326910523733483,obgyn_10kwra,100,ch_peri,2,98
0.102008581831136,obgyn_10kwra,25,ch_peri,2,98
0.124630881029133,obgyn_10kwra,50,ch_peri,2,98
0.139479233151818,obgyn_10kwra,75,ch_peri,2,98
0.325866913517616,obgyn_10kwra,90,ch_peri,2,98
0.199237821837607,nhblack,0,ch_peri,2,98
0.122923456527622,nhblack,1,ch_peri,2,98
0.274969332807777,mcaid_unins,0,ch_peri,2,98
0.0835673736264466,mcaid_unins,1,ch_peri,2,98
0.155411613598029,hispanic,0,ch_peri,2,98
0.0628075066717929,hispanic,1,ch_peri,2,98
0.165155886535966,overall,,ch_teach,2,98
0.159256224490378,age,"(19.6,28.2]",ch_teach,2,98
0.17562476792654,age,"(28.2,36.8]",ch_teach,2,98
0.182627678070574,age,"(36.8,45.4]",ch_teach,2,98
0.175767259247809,age,"(45.4,54]",ch_teach,2,98
0.148432690430019,age,"[11,19.6]",ch_teach,2,98
0.183886652487277,ci_scorent,10,ch_teach,2,98
0.0830659731933746,ci_scorent,100,ch_teach,2,98
0.172149200471252,ci_scorent,75,ch_teach,2,98
0.141373395407053,ci_scorent,90,ch_teach,2,98
0.225656053950611,obgyn_10kwra,10,ch_teach,2,98
0.0845090752967968,obgyn_10kwra,100,ch_teach,2,98
0.217856999617609,obgyn_10kwra,25,ch_teach,2,98
0.237066560989423,obgyn_10kwra,50,ch_teach,2,98
0.0999741382762098,obgyn_10kwra,75,ch_teach,2,98
0.085750626865174,obgyn_10kwra,90,ch_teach,2,98
0.161857864674279,nhblack,0,ch_teach,2,98
0.141738300450638,nhblack,1,ch_teach,2,98
0.207771739264131,mcaid_unins,0,ch_teach,2,98
0.142364713790249,mcaid_unins,1,ch_teach,2,98
0.155727380370301,hispanic,0,ch_teach,2,98
0.325266574637298,hispanic,1,ch_teach,2,98
-0.0133287938250818,overall,,ch_csection,2,98
-0.00827537062103541,age,"(19.6,28.2]",ch_csection,2,98
-0.0222501422382511,age,"(28.2,36.8]",ch_csection,2,98
-0.029750280910803,age,"(36.8,45.4]",ch_csection,2,98
-0.0238222067519467,age,"(45.4,54]",ch_csection,2,98
0.00193331272095113,age,"[11,19.6]",ch_csection,2,98
-0.00614263883338004,ci_scorent,10,ch_csection,2,98
-0.0388207747576075,ci_scorent,100,ch_csection,2,98
-0.0144091607221302,ci_scorent,75,ch_csection,2,98
-0.0198962788098996,ci_scorent,90,ch_csection,2,98
-0.00256418658585499,obgyn_10kwra,10,ch_csection,2,98
-0.0242141203820012,obgyn_10kwra,100,ch_csection,2,98
-0.0115826236461905,obgyn_10kwra,25,ch_csection,2,98
-0.0151936826863741,obgyn_10kwra,50,ch_csection,2,98
-0.0123223690317896,obgyn_10kwra,75,ch_csection,2,98
-0.0214166383680543,obgyn_10kwra,90,ch_csection,2,98
-0.0232178645033957,nhblack,0,ch_csection,2,98
-0.00184540205837984,nhblack,1,ch_csection,2,98
-0.0359319147978636,mcaid_unins,0,ch_csection,2,98
-0.00124053085005634,mcaid_unins,1,ch_csection,2,98
-0.0125214594104243,hispanic,0,ch_csection,2,98
-0.0270385869129212,hispanic,1,ch_csection,2,98
